pair,dir,pnl,result,exit_type,confluence
EURJPY,BUY,68.24722139268098,WIN,SL,85.0
EURJPY,SELL,-82.069379493289,LOSS,SL,85.0
EURJPY,BUY,-81.24868569835611,LOSS,SL,70.0
EURJPY,SELL,-80.43619884137256,LOSS,SL,85.0
EURJPY,BUY,60.34420397374102,WIN,SL,85.0
EURJPY,BUY,-80.23527889269623,LOSS,SL,85.0
EURJPY,SELL,-79.43292610376928,LOSS,SL,70.0
EURJPY,BUY,-78.63859684273157,LOSS,SL,85.0
EURJPY,BUY,57.62874652874559,WIN,SL,85.0
EURJPY,SELL,-78.42849833959173,LOSS,SL,85.0
EURJPY,BUY,-77.6442133561958,LOSS,SL,85.0
EURJPY,BUY,-76.86777122263385,LOSS,SL,85.0
EURJPY,SELL,65.36425235481217,WIN,SL,60.0
EURJPY,BUY,-76.75273603395564,LOSS,SL,70.0
EURJPY,BUY,-75.98520867361609,LOSS,SL,55.0
EURJPY,SELL,-75.22535658687991,LOSS,SL,70.0
EURJPY,SELL,-74.47310302101113,LOSS,SL,80.0
EURJPY,BUY,162.20241837976133,WIN,TP,80.0
EURJPY,SELL,-75.35039617459861,LOSS,SL,85.0
EURJPY,BUY,4.871808893864009,WIN,SL,85.0
EURJPY,BUY,-74.64561030179128,LOSS,SL,85.0
EURJPY,SELL,-73.89915419877337,LOSS,SL,80.0
EURJPY,BUY,-73.16016265678563,LOSS,SL,55.0
EURJPY,BUY,159.34283426648182,WIN,TP,75.0
EURJPY,BUY,6.151008760936431,WIN,SL,85.0
EURJPY,BUY,53.47126370324314,WIN,SL,75.0
EURJPY,SELL,-74.6182120975244,LOSS,SL,85.0
EURJPY,BUY,-73.87202997654916,LOSS,SL,85.0
EURJPY,SELL,-73.13330967678367,LOSS,SL,55.0
EURJPY,BUY,-72.40197658001583,LOSS,SL,85.0
EURJPY,SELL,3.0932353169747238,WIN,SL,80.0
EURJPY,SELL,-71.70888916738542,LOSS,SL,70.0
EURJPY,BUY,58.88206196121408,WIN,SL,70.0
EURJPY,BUY,80.5972512424677,WIN,SL,85.0
EURJPY,SELL,-72.38659340774838,LOSS,SL,55.0
EURJPY,BUY,-71.66272747367091,LOSS,SL,85.0
EURJPY,SELL,-70.94610019893419,LOSS,SL,55.0
EURCHF,BUY,-100.0,LOSS,SL,85.0
EURCHF,BUY,-99.0,LOSS,SL,90.0
EURCHF,BUY,79.69869634621023,WIN,SL,55.0
EURCHF,SELL,84.08337662176783,WIN,SL,55.0
EURCHF,BUY,179.3660773134245,WIN,TP,90.0
EURCHF,SELL,94.55169500203702,WIN,SL,45.0
EURCHF,BUY,184.29659721510137,WIN,TP,85.0
EURCHF,BUY,-104.22996442498541,LOSS,SL,85.0
EURCHF,SELL,-103.18766478073555,LOSS,SL,55.0
EURCHF,BUY,-102.15578813292821,LOSS,SL,100.0
EURCHF,BUY,-101.13423025159894,LOSS,SL,85.0
EURCHF,SELL,-100.12288794908295,LOSS,SL,75.0
EURCHF,SELL,178.41898632526483,WIN,TP,85.0
EURCHF,BUY,-100.90584893284478,LOSS,SL,85.0
EURCHF,BUY,-99.89679044351631,LOSS,SL,85.0
EURCHF,BUY,-98.89782253908118,LOSS,SL,85.0
EURCHF,SELL,-97.90884431369034,LOSS,SL,55.0
EURCHF,SELL,-96.92975587055344,LOSS,SL,55.0
EURCHF,BUY,9.051296932960733,WIN,SL,85.0
EURCHF,BUY,-96.05097128117752,LOSS,SL,85.0
EURCHF,SELL,-95.09046156836574,LOSS,SL,40.0
EURCHF,BUY,-94.13955695268209,LOSS,SL,100.0
EURCHF,SELL,-93.19816138315528,LOSS,SL,85.0
EURCHF,SELL,-92.26617976932371,LOSS,SL,85.0
EURCHF,SELL,-91.34351797163048,LOSS,SL,70.0
EURCHF,BUY,-90.43008279191417,LOSS,SL,100.0
EURAUD,BUY,5.568758000252924,WIN,SL,100.0
EURAUD,BUY,-100.05568758000253,LOSS,SL,75.0
EURAUD,SELL,3.8497268233375133,WIN,SL,75.0
EURAUD,BUY,97.61575149726245,WIN,SL,100.0
EURAUD,BUY,-100.06978548740848,LOSS,SL,75.0
EURAUD,BUY,-99.0690876325344,LOSS,SL,85.0
EURAUD,BUY,-98.07839675620903,LOSS,SL,45.0
EURAUD,SELL,-97.09761278864696,LOSS,SL,85.0
EURAUD,BUY,173.0279459893616,WIN,TP,70.0
EURAUD,BUY,69.71985485310775,WIN,SL,60.0
EURAUD,SELL,177.3974064045333,WIN,TP,55.0
EURAUD,BUY,86.2944954704971,WIN,SL,55.0
EURAUD,BUY,-101.19103368793549,LOSS,SL,75.0
EURAUD,BUY,180.32242203190273,WIN,TP,85.0
EURAUD,SELL,-101.98234757137514,LOSS,SL,65.0
EURAUD,BUY,181.73254337218935,WIN,TP,85.0
EURAUD,SELL,185.0037291528948,WIN,TP,70.0
EURAUD,BUY,-104.62988682091223,LOSS,SL,100.0
EURAUD,SELL,-103.58358795270311,LOSS,SL,70.0
EURAUD,BUY,184.58595373171838,WIN,TP,85.0
EURAUD,BUY,187.90850089888733,WIN,TP,85.0
EURAUD,SELL,-106.27269661948215,LOSS,SL,70.0
EURAUD,BUY,122.24015180059452,WIN,SL,100.0
EURAUD,SELL,122.16443584649386,WIN,SL,75.0
EURAUD,BUY,-107.65401552975823,LOSS,SL,85.0
EURAUD,BUY,-106.57747537446063,LOSS,SL,85.0
EURAUD,SELL,189.92106111729075,WIN,TP,85.0
EURAUD,SELL,3.8834067289329113,WIN,SL,45.0
EURAUD,BUY,3.559419840392161,WIN,SL,80.0
EURAUD,SELL,-107.48533949758217,LOSS,SL,75.0
EURAUD,BUY,-106.41048610260637,LOSS,SL,70.0
EURAUD,BUY,-105.34638124158032,LOSS,SL,85.0
EURAUD,BUY,5.163937231453286,WIN,SL,85.0
EURAUD,BUY,-104.34455680147903,LOSS,SL,55.0
EURAUD,BUY,126.41700088926191,WIN,SL,75.0
EURAUD,SELL,-104.56528124235685,LOSS,SL,70.0
EURAUD,BUY,-103.51962842993328,LOSS,SL,85.0
EURAUD,SELL,-102.48443214563395,LOSS,SL,60.0
EURCAD,BUY,6.086332992584318,WIN,SL,90.0
EURCAD,BUY,180.10955399386796,WIN,TP,85.0
EURCAD,BUY,-101.86195886986454,LOSS,SL,85.0
EURCAD,BUY,176.4673080340525,WIN,SL,85.0
EURCAD,BUY,5.746670723576918,WIN,SL,100.0
EURCAD,SELL,107.13754971880695,WIN,SL,70.0
EURCAD,BUY,160.36553248168872,WIN,SL,60.0
EURCAD,BUY,-105.34050989074714,LOSS,SL,85.0
EURCAD,SELL,4.126081750535693,WIN,SL,80.0
EURCAD,SELL,-104.32836560934503,LOSS,SL,75.0
EURCAD,SELL,-103.28508195325158,LOSS,SL,80.0
EURCAD,BUY,-102.25223113371905,LOSS,SL,90.0
EURCAD,SELL,-101.22970882238185,LOSS,SL,70.0
EURCAD,BUY,-100.21741173415803,LOSS,SL,95.0
EURCAD,SELL,-99.21523761681647,LOSS,SL,75.0
EURCAD,SELL,-98.22308524064829,LOSS,SL,85.0
EURCAD,SELL,-97.24085438824181,LOSS,SL,90.0
EURCAD,BUY,4.300146270269612,WIN,SL,75.0
EURCAD,SELL,-96.3114473070621,LOSS,SL,45.0
GBPJPY,SELL,-100.0,LOSS,SL,85.0
GBPJPY,SELL,-99.0,LOSS,SL,85.0
GBPJPY,BUY,-98.01,LOSS,SL,90.0
GBPJPY,SELL,82.57510581035342,WIN,SL,75.0
GBPJPY,SELL,-97.85565105810353,LOSS,SL,85.0
GBPJPY,SELL,-96.8770945475225,LOSS,SL,75.0
GBPJPY,SELL,6.305695935643138,WIN,SL,80.0
GBPJPY,BUY,-95.97138056140372,LOSS,SL,85.0
GBPJPY,BUY,113.33589247670561,WIN,SL,85.0
GBPJPY,BUY,-96.14502568055674,LOSS,SL,90.0
GBPJPY,SELL,90.18188462021533,WIN,SL,45.0
GBPJPY,BUY,-96.08539426995331,LOSS,SL,80.0
GBPJPY,SELL,-95.12454032725378,LOSS,SL,85.0
GBPJPY,BUY,-94.17329492398125,LOSS,SL,85.0
GBPJPY,BUY,205.10943634443768,WIN,TP,85.0
GBPJPY,BUY,4.921409378923103,WIN,SL,100.0
GBPJPY,SELL,-95.33187043197505,LOSS,SL,85.0
GBPJPY,BUY,4.953172484144112,WIN,SL,75.0
GBPJPY,SELL,-94.42808345249672,LOSS,SL,85.0
GBPJPY,SELL,-93.48380261797178,LOSS,SL,85.0
GBPJPY,BUY,-92.54896459179204,LOSS,SL,75.0
GBPJPY,SELL,158.487265941013,WIN,SL,65.0
GBPJPY,SELL,-93.20834760528426,LOSS,SL,70.0
GBPJPY,BUY,-92.27626412923141,LOSS,SL,50.0
GBPJPY,SELL,2.740033597072252,WIN,SL,85.0
GBPJPY,SELL,-91.38090182390981,LOSS,SL,75.0
GBPJPY,SELL,-90.46709280567072,LOSS,SL,85.0
GBPJPY,BUY,1.6141231626135302,WIN,SL,85.0
GBPJPY,SELL,-89.57856310924014,LOSS,SL,85.0
GBPJPY,BUY,115.66728234074994,WIN,SL,70.0
GBPJPY,BUY,-89.83945030155523,LOSS,SL,55.0
GBPJPY,BUY,195.6703227567915,WIN,TP,85.0
GBPJPY,BUY,3.6995479534939544,WIN,SL,60.0
GBPJPY,BUY,-90.93475450564254,LOSS,SL,45.0
GBPJPY,SELL,-90.02540696058611,LOSS,SL,85.0
GBPJPY,BUY,-89.12515289098026,LOSS,SL,80.0
GBPJPY,BUY,4.9997626839420075,WIN,SL,85.0
GBPJPY,SELL,-88.28389898890988,LOSS,SL,55.0
GBPJPY,BUY,-87.40105999902079,LOSS,SL,85.0
GBPJPY,SELL,71.94188144172799,WIN,SL,80.0
GBPJPY,SELL,-87.24646821344784,LOSS,SL,80.0
GBPJPY,BUY,-86.37400353131336,LOSS,SL,60.0
GBPJPY,SELL,69.73836894812084,WIN,SL,65.0
GBPJPY,BUY,3.1594100071582467,WIN,SL,80.0
GBPJPY,SELL,-86.23924128555302,LOSS,SL,85.0
GBPJPY,BUY,-85.37684887269748,LOSS,SL,55.0
GBPJPY,BUY,2.6823406721757843,WIN,SL,55.0
GBPJPY,BUY,-84.54990379069227,LOSS,SL,65.0
GBPJPY,BUY,90.56980490682616,WIN,SL,70.0
GBPJPY,SELL,84.4473098326634,WIN,SL,85.0
GBPJPY,SELL,188.00006698039329,WIN,TP,85.0
GBPJPY,BUY,90.88070751830388,WIN,SL,85.0
GBPJPY,BUY,203.94504535979513,WIN,SL,75.0
GBPJPY,SELL,-90.28283409876516,LOSS,SL,65.0
GBPJPY,BUY,4.827243315700981,WIN,SL,65.0
GBPJPY,SELL,-89.42827819093452,LOSS,SL,80.0
GBPJPY,SELL,-88.5339954090252,LOSS,SL,85.0
GBPJPY,BUY,-87.64865545493491,LOSS,SL,85.0
GBPJPY,SELL,-86.77216890038558,LOSS,SL,65.0
GBPJPY,BUY,-85.90444721138172,LOSS,SL,85.0
GBPJPY,BUY,-85.0454027392679,LOSS,SL,85.0
GBPJPY,SELL,3.5880963256110454,WIN,SL,55.0
GBPJPY,SELL,-84.23082967513133,LOSS,SL,80.0
GBPJPY,BUY,-83.38852137838003,LOSS,SL,85.0
GBPJPY,SELL,-82.55463616459623,LOSS,SL,85.0
GBPJPY,BUY,-81.72908980295027,LOSS,SL,65.0
GBPJPY,SELL,3.705574199186326,WIN,SL,65.0
GBPJPY,BUY,-80.94885464691262,LOSS,SL,85.0
GBPJPY,BUY,84.60287508001505,WIN,SL,75.0
GBPJPY,SELL,-80.98539485124364,LOSS,SL,85.0
GBPJPY,SELL,72.23987470972263,WIN,SL,80.0
GBPJPY,BUY,-80.89793964982843,LOSS,SL,85.0
GBPJPY,BUY,-80.08896025333016,LOSS,SL,65.0
GBPJPY,SELL,-79.28807065079685,LOSS,SL,75.0
GBPJPY,SELL,-78.49518994428888,LOSS,SL,85.0
GBPJPY,BUY,85.93662500572508,WIN,SL,65.0
GBPJPY,SELL,82.07983042781777,WIN,SL,85.0
GBPJPY,BUY,-79.39040259918143,LOSS,SL,85.0
GBPJPY,SELL,-78.5964985731896,LOSS,SL,85.0
GBPJPY,SELL,-77.81053358745771,LOSS,SL,65.0
GBPJPY,SELL,2.2840931097564403,WIN,SL,75.0
GBPJPY,SELL,2.8418715622470114,WIN,SL,60.0
GBPJPY,SELL,-77.08368789830317,LOSS,SL,85.0
GBPJPY,SELL,88.13958213918707,WIN,SL,90.0
GBPJPY,BUY,-77.19424684071201,LOSS,SL,85.0
GBPJPY,SELL,-76.4223043723049,LOSS,SL,60.0
GBPJPY,BUY,-75.65808132858184,LOSS,SL,75.0
GBPJPY,SELL,-74.90150051529602,LOSS,SL,65.0
GBPJPY,BUY,-74.15248551014307,LOSS,SL,55.0
GBPJPY,SELL,-73.41096065504163,LOSS,SL,75.0
GBPJPY,BUY,-72.67685104849122,LOSS,SL,75.0
GBPJPY,BUY,-71.9500825380063,LOSS,SL,85.0
GBPJPY,SELL,-71.23058171262623,LOSS,SL,65.0
GBPJPY,SELL,155.14020697009695,WIN,TP,90.0
GBPJPY,BUY,2.4002785558234896,WIN,SL,85.0
GBPJPY,BUY,52.23590132566623,WIN,SL,100.0
GBPJPY,BUY,-72.61603976401584,LOSS,SL,80.0
GBPJPY,SELL,-71.88987936637568,LOSS,SL,85.0
GBPJPY,BUY,52.13317354880065,WIN,SL,75.0
GBPJPY,SELL,-71.69231230819993,LOSS,SL,85.0
GBPJPY,SELL,-70.97538918511793,LOSS,SL,85.0
GBPJPY,SELL,63.956263513976495,WIN,SL,80.0
GBPJPY,SELL,2.2634998142961247,WIN,SL,55.0
GBPJPY,SELL,2.0050909570338113,WIN,SL,85.0
GBPJPY,BUY,1.5959284059514558,WIN,SL,100.0
GBPJPY,SELL,156.12045486439595,WIN,TP,65.0
GBPJPY,SELL,-72.5250476688233,LOSS,SL,75.0
GBPJPY,BUY,103.22214355915705,WIN,SL,85.0
GBPJPY,SELL,3.118677477941709,WIN,SL,85.0
GBPJPY,BUY,160.29905188551206,WIN,TP,60.0
GBPJPY,BUY,3.3837245528125344,WIN,SL,65.0
GBPJPY,SELL,-74.50003316688931,LOSS,SL,100.0
GBPJPY,BUY,2.9390837769676703,WIN,SL,75.0
GBPJPY,SELL,3.3046603461380775,WIN,SL,85.0
GBPJPY,BUY,-73.81747027645147,LOSS,SL,75.0
GBPJPY,BUY,109.28972888262321,WIN,SL,75.0
GBPJPY,SELL,-74.1721928625132,LOSS,SL,85.0
GBPJPY,SELL,-73.43047093388806,LOSS,SL,75.0
GBPJPY,BUY,58.91337966119523,WIN,SL,85.0
GBPJPY,BUY,-73.28530002116113,LOSS,SL,85.0
GBPJPY,SELL,-72.55244702094953,LOSS,SL,85.0
GBPJPY,BUY,-71.82692255074004,LOSS,SL,65.0
GBPJPY,SELL,-71.10865332523262,LOSS,SL,65.0
GBPJPY,BUY,-70.3975667919803,LOSS,SL,90.0
GBPJPY,BUY,71.62197824577781,WIN,SL,85.0
GBPJPY,SELL,90.11485775131945,WIN,SL,85.0
GBPJPY,BUY,-71.31095948403147,LOSS,SL,85.0
GBPJPY,SELL,63.33205542432991,WIN,SL,85.0
GBPJPY,SELL,-71.23117044343445,LOSS,SL,80.0
GBPJPY,BUY,-70.51885873900012,LOSS,SL,75.0
GBPJPY,SELL,-69.81367015161011,LOSS,SL,85.0
GBPJPY,BUY,90.12281317455792,WIN,SL,80.0
GBPCHF,SELL,146.59657931900696,WIN,SL,70.0
GBPCHF,SELL,6.300800129717841,WIN,SL,60.0
GBPCHF,SELL,-101.52897379448724,LOSS,SL,80.0
GBPCHF,BUY,341.05315657845466,WIN,SL,80.0
GBPCHF,SELL,4.074630227389141,WIN,SL,60.0
GBPCHF,BUY,187.13693146428068,WIN,TP,85.0
GBPCHF,BUY,-105.83633123924363,LOSS,SL,50.0
GBPCHF,BUY,7.257347965567484,WIN,SL,70.0
GBPCHF,SELL,-104.85054140650688,LOSS,SL,50.0
GBPCHF,SELL,-103.8020359924418,LOSS,SL,35.0
GBPCHF,SELL,-102.7640156325174,LOSS,SL,55.0
GBPCHF,BUY,183.12547585714134,WIN,TP,100.0
GBPCHF,BUY,-103.56763023476363,LOSS,SL,90.0
GBPCHF,BUY,5.659199963427283,WIN,SL,90.0
GBPCHF,SELL,7.521441203621595,WIN,SL,85.0
GBPCHF,SELL,-102.66376034408648,LOSS,SL,75.0
GBPCHF,BUY,-101.63712274064561,LOSS,SL,100.0
GBPCHF,BUY,71.47622546727183,WIN,SL,90.0
GBPCHF,SELL,163.65513762006705,WIN,SL,85.0
GBPCHF,BUY,-102.97206514411255,LOSS,SL,60.0
GBPCHF,SELL,-101.94234449267142,LOSS,SL,80.0
GBPCHF,SELL,-100.9229210477447,LOSS,SL,75.0
GBPCHF,BUY,103.12248244690188,WIN,SL,95.0
GBPCHF,SELL,90.23665607893004,WIN,SL,85.0
GBPCHF,SELL,183.32510980053942,WIN,TP,75.0
GBPCHF,SELL,-103.68053432053101,LOSS,SL,45.0
GBPCHF,BUY,85.40520430870598,WIN,SL,100.0
GBPCHF,SELL,-103.49778102041277,LOSS,SL,60.0
GBPCHF,SELL,-102.46280321020865,LOSS,SL,85.0
GBPCHF,BUY,-101.43817517810656,LOSS,SL,85.0
GBPCHF,BUY,-100.4237934263255,LOSS,SL,85.0
GBPCHF,SELL,-99.41955549206224,LOSS,SL,60.0
GBPCHF,BUY,177.16564788684335,WIN,TP,85.0
GBPCHF,BUY,7.32316365845309,WIN,SL,85.0
GBPCHF,BUY,-100.27024805259458,LOSS,SL,85.0
GBPCHF,BUY,-99.26754557206863,LOSS,SL,90.0
GBPCHF,BUY,-98.27487011634794,LOSS,SL,70.0
GBPAUD,SELL,-100.00000000000001,LOSS,SL,65.0
GBPAUD,BUY,-99.00000000000001,LOSS,SL,90.0
GBPAUD,BUY,-98.01,LOSS,SL,100.0
GBPAUD,BUY,-97.0299,LOSS,SL,55.0
GBPAUD,SELL,-96.059601,LOSS,SL,85.0
GBPAUD,SELL,-95.09900499,LOSS,SL,60.0
GBPAUD,BUY,-94.1480149401,LOSS,SL,85.0
GBPAUD,BUY,5.54973257920373,WIN,SL,85.0
GBPAUD,SELL,-93.26203211649104,LOSS,SL,85.0
GBPAUD,BUY,-92.32941179532614,LOSS,SL,85.0
GBPAUD,BUY,164.53101181927045,WIN,TP,85.0
GBPAUD,SELL,167.49257003201743,WIN,TP,75.0
GBPAUD,SELL,-94.72635349588576,LOSS,SL,75.0
GBPAUD,BUY,-93.77908996092691,LOSS,SL,55.0
GBPAUD,SELL,167.1143383103712,WIN,TP,80.0
GBPAUD,BUY,-94.51244244442135,LOSS,SL,60.0
GBPAUD,SELL,-93.56731801997714,LOSS,SL,85.0
GBPAUD,SELL,-92.63164483977737,LOSS,SL,35.0
GBPAUD,BUY,-91.7053283913796,LOSS,SL,75.0
GBPAUD,SELL,-90.7882751074658,LOSS,SL,85.0
GBPAUD,BUY,65.08253131424563,WIN,SL,95.0
GBPAUD,BUY,4.692904191287553,WIN,SL,85.0
GBPAUD,SELL,-90.57814671144648,LOSS,SL,85.0
GBPAUD,SELL,168.6587391753705,WIN,SL,85.0
GBPAUD,SELL,1.26323275893561,WIN,SL,75.0
GBPAUD,BUY,-91.37158496367508,LOSS,SL,75.0
GBPAUD,BUY,-90.45786911403832,LOSS,SL,85.0
GBPAUD,BUY,-89.55329042289793,LOSS,SL,100.0
GBPAUD,BUY,106.48715014797133,WIN,SL,100.0
GBPAUD,BUY,-89.72262902014867,LOSS,SL,85.0
GBPAUD,BUY,64.20378586164446,WIN,SL,85.0
GBPAUD,BUY,-89.4674405885636,LOSS,SL,100.0
GBPAUD,BUY,159.43097912882038,WIN,TP,85.0
GBPAUD,SELL,129.71843198278435,WIN,SL,70.0
GBPAUD,BUY,-91.46426029379403,LOSS,SL,85.0
GBPAUD,SELL,-90.54961769085608,LOSS,SL,65.0
GBPAUD,SELL,161.35941872510713,WIN,TP,85.0
GBPCAD,BUY,-100.00000000000001,LOSS,SL,75.0
GBPCAD,BUY,-99.0,LOSS,SL,85.0
GBPCAD,BUY,-98.01,LOSS,SL,90.0
GBPCAD,SELL,174.65382000000267,WIN,TP,85.0
GBPCAD,SELL,4.760746173100423,WIN,SL,85.0
GBPCAD,BUY,5.979618670254383,WIN,SL,75.0
GBPCAD,BUY,-98.88384184843359,LOSS,SL,100.0
GBPCAD,BUY,-97.89500342994926,LOSS,SL,85.0
GBPCAD,SELL,-96.91605339564977,LOSS,SL,85.0
GBPCAD,BUY,-95.94689286169327,LOSS,SL,85.0
GBPCAD,SELL,-94.98742393307633,LOSS,SL,85.0
GBPCAD,SELL,98.74378249699747,WIN,SL,55.0
GBPCAD,BUY,6.8380395933801665,WIN,SL,85.0
GBPCAD,BUY,3.513598215390673,WIN,SL,85.0
GBPCAD,SELL,-95.12850389680325,LOSS,SL,90.0
GBPCAD,BUY,169.51899394410466,WIN,TP,85.0
GBPCAD,SELL,77.13804147261284,WIN,SL,85.0
GBPCAD,BUY,-96.64378921200239,LOSS,SL,85.0
GBPCAD,BUY,3.7030656073985635,WIN,SL,85.0
GBPCAD,BUY,114.85761349031361,WIN,SL,90.0
GBPCAD,BUY,-96.8629581108595,LOSS,SL,70.0
AUDJPY,SELL,-100.0,LOSS,SL,65.0
AUDJPY,BUY,-99.0,LOSS,SL,75.0
AUDJPY,SELL,-98.01,LOSS,SL,65.0
AUDJPY,SELL,-97.0299,LOSS,SL,85.0
AUDJPY,BUY,-96.059601,LOSS,SL,75.0
AUDJPY,BUY,-95.09900499,LOSS,SL,85.0
AUDJPY,SELL,128.48128056936977,WIN,SL,55.0
AUDJPY,BUY,9.135419200610011,WIN,SL,85.0
AUDJPY,SELL,-95.52418193779978,LOSS,SL,85.0
AUDJPY,BUY,-94.56894011842176,LOSS,SL,85.0
AUDJPY,SELL,9.058892973776356,WIN,SL,65.0
AUDJPY,BUY,-93.71383964697534,LOSS,SL,85.0
AUDJPY,SELL,-92.7767012505056,LOSS,SL,85.0
AUDJPY,BUY,-91.84893423800052,LOSS,SL,75.0
AUDJPY,SELL,9.168976777374338,WIN,SL,80.0
AUDJPY,BUY,-91.02213466339428,LOSS,SL,75.0
AUDJPY,SELL,83.72864494901154,WIN,SL,65.0
AUDJPY,BUY,80.98576106074711,WIN,SL,70.0
AUDJPY,SELL,64.29802832209913,WIN,SL,95.0
AUDJPY,BUY,-92.40203766007892,LOSS,SL,85.0
AUDJPY,SELL,-91.47801728347814,LOSS,SL,60.0
AUDJPY,SELL,125.36830083760537,WIN,SL,80.0
